"Продам 3к квартиру, гарна планування, не кутова, лічильники    ","Хмельницкий, Хмельницкая область"," 12:19, 24 июля 2017",427371684,"20 000 $","гарне планування, всі кімнати окремі, квартира не кутова, м/п вікна, лічильники, фото приблизне                                        
                                    
                                    
                                
                                

                                
                                                                                                
                                    
                                        ","Бизнес																","Вторичный рынок																",3,"65 м","не указано","не указано","не указано",2,9,https://olxua-ring07.akamaized.net/images_slandocomua/491830044_2_644x461_prodam-3k-kvartiru-garna-planuvannya-ne-kutova-lchilniki-fotografii_rev004.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/491830044_3_644x461_prodam-3k-kvartiru-garna-planuvannya-ne-kutova-lchilniki-vtorichnyy-rynok_rev004.jpg,"не указано",https://www.olx.ua/obyavlenie/prodam-3k-kvartiru-garna-planuvannya-ne-kutova-lchilniki-IDsWcTG.html#d87ad13fbe;promoted
"1-но к.кв.,малосімейка, Сухомлинського (бам) 31метр, євроремонт 12300$    ","Ивано-Франковск, Ивано-Франковская область, Ивано-Франковская область"," 18:22, 26 июля 2017",440628032,"12 300 $","Продається 1-но кімнатна квартира, малосімейного типу по вулиці Сухомлинського (Бам). 
Квартира велика 31метр.
Зроблений сучасний дизайнерський  євроремонт.
У вартість входить кухня.","Бизнес																","Вторичный рынок																",1,"31 м","не указано","не указано","не указано",4,5,https://olxua-ring08.akamaized.net/images_slandocomua/510408074_2_644x461_1-no-kkvmalosmeyka-suhomlinskogo-bam-31metr-vroremont-12300-fotografii.jpg,https://olxua-ring08.akamaized.net/images_slandocomua/510408074_4_644x461_1-no-kkvmalosmeyka-suhomlinskogo-bam-31metr-vroremont-12300-nedvizhimost.jpg,https://olxua-ring08.akamaized.net/images_slandocomua/510408074_5_644x461_1-no-kkvmalosmeyka-suhomlinskogo-bam-31metr-vroremont-12300-ivano-frankovskaya-oblast.jpg,https://www.olx.ua/obyavlenie/1-no-k-kv-malosmeyka-suhomlinskogo-bam-31metr-vroremont-12300-IDtOPtK.html#fa622d64ab;promoted
"Посуточно сдам 1-ную квартиру на Державинcкой (м. пр. Гагарина)    ","Харьков, Харьковская область, Коминтерновский"," 14:18, 24 июля 2017",104552809,"270 грн.","Посуточно сдам свою 1-ную квартиру на Державинской (5 мин до м. пр. Гагарина и 3 до м. Площадь Восстания). Свежий ремонт, кабельное, душевая кабинка, встроенная кухня. Рядом супермаркет, стоянка. Командировочным - очётные документы. Чисто, уютно. Фото реальные. В июле, августе действует скидка  15% от стоимости - 240 грн.","Частного лица																","не указано",1,"не указано","не указано","не указано","Панельный																</a>",2,9,https://olxua-ring07.akamaized.net/images_slandocomua/100899231_2_644x461_posutochno-sdam-1-nuyu-kvartiru-na-derzhavinckoy-m-pr-gagarina-fotografii.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/100899231_3_644x461_posutochno-sdam-1-nuyu-kvartiru-na-derzhavinckoy-m-pr-gagarina-kvartiry-posutochno.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/100899231_4_644x461_posutochno-sdam-1-nuyu-kvartiru-na-derzhavinckoy-m-pr-gagarina-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/posutochno-sdam-1-nuyu-kvartiru-na-derzhavinckoy-m-pr-gagarina-ID74GXD.html#fa622d64ab;promoted
"Продается 1-комн. кв-ра , м&quot;Дарница-350 м. Днепровский р-н    ","Киев, Киевская область, Днепровский"," 11:01, 21 июля 2017",430941420,"27 300 $","Продается 1-комн. квартира  в 5 минутах ходьбы от м&quot;Дарница&quot;. Адрес: ул. Краковская,5. Добротная  &quot;сталинка&quot;. 3/5-кирпичного. 32/16/7 ,2 кв.м. H-3,2 м. Состояние жилое, обычное.Окна выходят во двор. Балкон не застеклен. С/у-совмещен. Чистое парадное.  До  метро &quot;Дарница &quot;-350 метров. (4-5 мин. пешком). Рядом школа, садик. Фотографии соответствуют.
. Цена 27300 у.е. Чистая продажа.","Бизнес																","Вторичный рынок																",1,"32 м","17 м","7 м","Кирпичный																</a>",3,5,https://olxua-ring07.akamaized.net/images_slandocomua/496686368_7_644x461_prodaetsya-1-komn-kv-ra-mdarnitsa-350-m-dneprovskiy-r-n-_rev024.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/496686368_1_644x461_prodaetsya-1-komn-kv-ra-mdarnitsa-350-m-dneprovskiy-r-n-kiev_rev024.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/496686368_3_644x461_prodaetsya-1-komn-kv-ra-mdarnitsa-350-m-dneprovskiy-r-n-vtorichnyy-rynok_rev024.jpg,https://www.olx.ua/obyavlenie/prodaetsya-1-komn-kv-ra-m-darnitsa-350-m-dneprovskiy-r-n-IDtaby4.html#fa622d64ab;promoted
"^2-ох.комн. ЮЗР, ПЗР ремонт 21300    ","Черкассы, Черкасская область"," 14:30, 20 июля 2017",430399656,"21 300 $","Продам двух комнатную квартиру в Юго-Западном районе, сделан качественный ремонт, стяжка стен и потолка, установлены стеклопакеты,  счетчики на воду, балкон утеплен, металлическая дверь,  вытяжка на кухне, домофон, дом ОСББ, наличие счетчика тепла на подъезд, хороший вид из окна. Приходите слушаем предложения по цене.","Бизнес																","Вторичный рынок																",2,"51 м","28 м","8 м","Панельный																</a>",6,9,https://olxua-ring11.akamaized.net/images_slandocomua/495945942_2_644x461_2-ohkomn-yuzr-pzr-remont-21300-fotografii.jpg,https://olxua-ring11.akamaized.net/images_slandocomua/495945942_3_644x461_2-ohkomn-yuzr-pzr-remont-21300-vtorichnyy-rynok.jpg,https://olxua-ring11.akamaized.net/images_slandocomua/495945942_4_644x461_2-ohkomn-yuzr-pzr-remont-21300-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/2-oh-komn-yuzr-pzr-remont-21300-IDt7UBV.html#fa622d64ab;promoted
"Дом для празднование дней рождений, экваторов,семинаров    ","Киев, Киевская область, Оболонский"," 09:47, 19 июля 2017",164753045,"2 500 грн.","Сдаю дом под празднование дней рождений,экваторов,семинаров,корпоративов.В доме есть оборудованная комната.В ней: колонки,цветомузыка, 4 разных лазера,дым-машина 1500w,стробоскоп,2 светодиодных головы,проектор,микшер,айпад,хороший wi-fi,караоке(по желанию),плазмы 55&quot;,зеркальные диско-шары,огромное зеркало.Также есть отдельная комната с большим(290см.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring07.akamaized.net/images_slandocomua/164475583_2_644x461_dom-dlya-prazdnovanie-dney-rozhdeniy-ekvatorovseminarov-fotografii_rev004.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/164475583_3_644x461_dom-dlya-prazdnovanie-dney-rozhdeniy-ekvatorovseminarov-doma-posutochno-pochasovo_rev004.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/164475583_4_644x461_dom-dlya-prazdnovanie-dney-rozhdeniy-ekvatorovseminarov-nedvizhimost_rev004.jpg,https://www.olx.ua/obyavlenie/dom-dlya-prazdnovanie-dney-rozhdeniy-ekvatorov-seminarov-IDb9hNb.html#fa622d64ab;promoted
"Продам двухуровневый дом 175 кв.м. с участком 18 соток г. Радомышль    ","Киев, Киевская область, Святошинский"," 20:35, 16 августа 2017",438191642,"29 000 $","Продам дом в центре г. Радомышль ( 85 км. от Киева) общей площадью 175 кв.м., размещенный на 18 сотках земли ( грунты чернозема, земля приватизирована): 
1. Цоколь: внутренний гараж, сарай, погреб. 
2.","Бизнес																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring02.akamaized.net/images_slandocomua/506598012_2_644x461_prodam-dvuhurovnevyy-dom-175-kvm-s-uchastkom-18-sotok-g-radomyshl-fotograf_rev018.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/506598012_3_644x461_prodam-dvuhurovnevyy-dom-175-kvm-s-uchastkom-18-sotok-g-radomyshl-prodazh-budinkv-u-mst_rev018.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/506598012_4_644x461_prodam-dvuhurovnevyy-dom-175-kvm-s-uchastkom-18-sotok-g-radomyshl-neruhomst_rev018.jpg,https://www.olx.ua/obyavlenie/prodam-dvuhurovnevyy-dom-175-kv-m-s-uchastkom-18-sotok-g-radomyshl-IDtEBF8.html#fa622d64ab
"Продам квартиру р-н Ивановского моста    ","Одесса, Одесская область, Малиновский"," 20:35, 16 августа 2017",427898280,"22 000 $",,"Частного лица																","Вторичный рынок																",2,"31 м","не указано","не указано","не указано",3,4,https://olxua-ring02.akamaized.net/images_slandocomua/492550938_2_644x461_prodam-kvartiru-r-n-ivanovskogo-mosta-fotografii.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/492550938_3_644x461_prodam-kvartiru-r-n-ivanovskogo-mosta-vtorichnyy-rynok.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/492550938_4_644x461_prodam-kvartiru-r-n-ivanovskogo-mosta-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/prodam-kvartiru-r-n-ivanovskogo-mosta-IDsXpTa.html#fa622d64ab
"Сдам в аренду торговую площадь    ","Никополь, Днепропетровская область, Никопольский район"," 20:35, 16 августа 2017",406804448,"130 грн.","Сдам в аренду торговую площадь - 104 кв.м по ул. Шевченко, 175 (красная линия) г. Никополь -  ранее помещение было арендовано Дельта Банком. Стёкла витрины противоударные.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring04.akamaized.net/images_slandocomua/474299774_8_644x461_sdam-v-arendu-torgovuyu-ploschad-_rev014.jpg,https://olxua-ring04.akamaized.net/images_slandocomua/474299774_1_644x461_sdam-v-arendu-torgovuyu-ploschad-nikopol_rev014.jpg,https://olxua-ring04.akamaized.net/images_slandocomua/474299774_2_644x461_sdam-v-arendu-torgovuyu-ploschad-fotografii_rev014.jpg,https://www.olx.ua/obyavlenie/sdam-v-arendu-torgovuyu-ploschad-IDrvUq4.html#fa622d64ab
"Квартира посуточно возле фонтана центр    ","Кременчуг, Полтавская область"," 20:35, 16 августа 2017",218027238,"250 грн.","сдам хорошую квартиру посуточно по ул.Октябрьская 27 - самый центр города .Рядом парк , магазины , остановки , кафешки .Есть интернет ( бесплатно ) .ДЛя командировочных отчетные документы.","Частного лица																","не указано",1,"не указано","не указано","не указано","Кирпичный																</a>",3,"не указано",https://olxua-ring09.akamaized.net/images_slandocomua/227239012_2_644x461_kvartira-posutochno-vozle-fontana-tsentr-fotografii.jpg,https://olxua-ring09.akamaized.net/images_slandocomua/227239012_3_644x461_kvartira-posutochno-vozle-fontana-tsentr-kvartiry-posutochno.jpg,https://olxua-ring09.akamaized.net/images_slandocomua/227239012_4_644x461_kvartira-posutochno-vozle-fontana-tsentr-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/kvartira-posutochno-vozle-fontana-tsentr-IDeKOQm.html#fa622d64ab;promoted
"Продається будинок на Загір&quot;ї (вул.Карманського)    ","Калуш, Ивано-Франковская область, Калушский район"," 20:35, 16 августа 2017",157962449,"35 000 $","Продається половина особняка з окремим входом та двором по вул. Карманського будинок знаходиться в тихому, затишному куточку. 5 хвилин до центру міста. Будинок цегляний, 3-х поверховий. 1-й поверх великий гараж(гараж пiд будинком) і 3 господарські приміщення. 2-й та 3-й поверхи-житлові приміщення, загальною площею 160м кв. Земельна ділянка площею 4,5 сот, фруктові дерева та виноградник.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring07.akamaized.net/images_slandocomua/156801467_2_644x461_prodatsya-budinok-na-zagr-vulkarmanskogo-fotografii.jpg,"не указано","не указано",https://www.olx.ua/obyavlenie/prodatsya-budinok-na-zagr-vul-karmanskogo-IDaGNfr.html#fa622d64ab
"Продам дом    ","Сутиски, Винницкая область, Тывровский район"," 20:35, 16 августа 2017",437575054,"328 862 грн.","Тивровский район смт Сутиски.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring07.akamaized.net/images_slandocomua/505762462_2_644x461_prodam-dom-fotografii.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/505762462_3_644x461_prodam-dom-prodazha-domov-za-gorodom.jpg,https://olxua-ring07.akamaized.net/images_slandocomua/505762462_4_644x461_prodam-dom-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/prodam-dom-IDtC1ga.html#fa622d64ab
"Продам гараж в кооперативе &quot;Центральный&quot; по ул. Гонты    ","Винница, Винницкая область, Ленинский"," 20:35, 16 августа 2017",437511894,"2 600 $","Стандартный, в ряду, кирпичный. недалеко от проходной                                        
                                    
                                    
                                
                                

                                
                                                                                                

	
        	","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://www.olx.ua/obyavlenie/prodam-garazh-v-kooperative-tsentralnyy-po-ul-gonty-IDtBKPs.html#fa622d64ab
"Киев, Печерский, ул. Мазепы Ивана, 14 2 комн. квартира, 65 / 36 /     ","Бровары, Киевская область, Броварской район"," 20:34, 16 августа 2017",446325894,"3 000 грн.","Сдается в аренду отличная 2-х комнатная квартира по ул. Мазепы 14 в Печерском районе. 6этаж/6этажного дома. 65/36/12 кв.м.                                         
                                    
                                    
                                
                                

                                
                                                                                                

	
        	","Частного лица																","не указано",2,"не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://www.olx.ua/obyavlenie/kiev-pecherskiy-ul-mazepy-ivana-14-2-komn-kvartira-65-36-IDucJKK.html#fa622d64ab
"Продам 1-ком. кв. в высотном доме ( р-н Кирова, Титова ).    ","Днепр, Днепропетровская область, Бабушкинский"," 20:34, 16 августа 2017",422550410,"23 500 $","Продам 1-ком. Кв. на ул. Новокрымской (р-н Сильпо ). 4\14 эт дома. Квартира площадью 39\19\9, комната с нишей, большая лоджия на комнату и кухню. Квартира в жилом состоянии. МПО. Тамбур на две квартиры с бронированной дверью. Шикарная инфраструктура,  рядом все: транспорт, базар, магазины, школа, аптека. Очень приветливые хозяева. Квартира ликвидная. Цена справедливая.","Бизнес																","Вторичный рынок																",1,"39 м","19 м","9 м","не указано",4,14,https://olxua-ring01.akamaized.net/images_slandocomua/509952626_2_644x461_prodam-1-kom-kv-v-vysotnom-dome-r-n-kirova-titova-fotografii_rev003.jpg,https://olxua-ring01.akamaized.net/images_slandocomua/509952626_3_644x461_prodam-1-kom-kv-v-vysotnom-dome-r-n-kirova-titova-vtorichnyy-rynok_rev003.jpg,"не указано",https://www.olx.ua/obyavlenie/prodam-1-kom-kv-v-vysotnom-dome-r-n-kirova-titova-IDsAYFc.html#fa622d64ab
"Сдам 2-х кв на Солнечном    ","Днепр, Днепропетровская область, Амур-Нижнеднепровский"," 20:34, 16 августа 2017",438779020,"7 000 грн.","Сдам 2-х кв на Солнечном,ремонт,мебель,техника

Компанія: Ключи                                        
                                    
                                    
                                
                                

                                
                                                                                                
                                    
                                        ","Бизнес																","не указано",2,"не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring02.akamaized.net/images_slandocomua/507400800_2_644x461_sdam-2-h-kv-na-solnechnom-fotografii_rev008.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/507400800_3_644x461_sdam-2-h-kv-na-solnechnom-dolgosrochnaya-arenda-kvartir_rev008.jpg,https://olxua-ring02.akamaized.net/images_slandocomua/507400800_4_644x461_sdam-2-h-kv-na-solnechnom-nedvizhimost_rev008.jpg,https://www.olx.ua/obyavlenie/sdam-2-h-kv-na-solnechnom-IDtH4sY.html#fa622d64ab
"Продам квартиру    ","Одесса, Одесская область, Приморский"," 20:34, 16 августа 2017",428134566,"33 000 $","От хозяина. Среднефонтанская/Елисаветградский пер. Квартира дворовая, чистая, светлая, свой загороженный двор 20м² с выходом из кухни. Парадная на замке. АГВ, бойлер, остаётся кондиционер и кухонная мебель. Высота потолка 3,1 м, пол - ламинат/плитка. Окна м/п. Квартира хороша как для проживания, так и для сдачи в аренду.","Частного лица																","Вторичный рынок																",1,"45 м","19 м","20 м","не указано",1,2,https://olxua-ring12.akamaized.net/images_slandocomua/492858466_1_644x461_prodam-kvartiru-odessa.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/492858466_2_644x461_prodam-kvartiru-fotografii.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/492858466_3_644x461_prodam-kvartiru-vtorichnyy-rynok.jpg,https://www.olx.ua/obyavlenie/prodam-kvartiru-IDsYpme.html#fa622d64ab;promoted
"Продаю 2-х комнатную квартиру    ","Очаков, Николаевская область, Очаковский район"," 20:34, 16 августа 2017",434916590,"15 000 $","Двухкомнатная квартира находится в центре города. Комнаты раздельные. Санузел раздельный.  К морю 7 минут пешком. Тихий двор и хорошие соседи                                        
                                    
                                    
                                
                                

                                
                                                                                                

	
        	","Частного лица																","Вторичный рынок																",2,"49 м","не указано","не указано","Кирпичный																</a>",3,3,"не указано","не указано","не указано",https://www.olx.ua/obyavlenie/prodayu-2-h-komnatnuyu-kvartiru-IDtqRFI.html#fa622d64ab
"Срочно продается участок 9 сот. в с. Малое Роздельнянского р-на.    ","Одесса, Одесская область, Приморский"," 20:34, 16 августа 2017",160220067,"4 800 $","Участок правильной формы. Первая линия от Хаджибеевского лимана. Гос. акт. С участка вид на лиман и на две церкви. На участке свет, вода, наливной колодец на 7 м.куб. Жилой кунг с беседкой накрыты под одной крышей. Под кунгом место для хранения инвентаря. Просторный туалет и душ. Хоз.строение для домашней птици и кроликов ограждено. Детская площадка. Плодоносящий фруктовый сад.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring10.akamaized.net/images_slandocomua/159326737_6_644x461_srochno-prodaetsya-uchastok-9-sot-v-s-maloe-rozdelnyanskogo-r-na-.jpg,https://olxua-ring10.akamaized.net/images_slandocomua/159326737_3_644x461_srochno-prodaetsya-uchastok-9-sot-v-s-maloe-rozdelnyanskogo-r-na-zemlya-pod-sad-ogorod.jpg,https://olxua-ring10.akamaized.net/images_slandocomua/159326737_4_644x461_srochno-prodaetsya-uchastok-9-sot-v-s-maloe-rozdelnyanskogo-r-na-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/srochno-prodaetsya-uchastok-9-sot-v-s-maloe-rozdelnyanskogo-r-na-IDaQgyD.html#fa622d64ab;promoted
"Будинок в Мошнах біля річки.    ","Черкассы, Черкасская область"," 20:34, 16 августа 2017",446325700,"8 700 $","Продається чудовий будинок (дача) в живописному місці с. Мошни. Прямо напроти річки, поряд пляж, рибалка. Чудове місце для дачі, життя, відпочинку, або будівництва. 10-15 хв до центра села. Будинок 60х років, 72 м.кв., дерево обкладене цеглою, у чудовому стані, газове та пічне опалення, 3 кімнати, ванна кімната та простора кухня. в дворі свердловина та криниця, 2 сараї та гараж.","Бизнес																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring08.akamaized.net/images_slandocomua/517720362_2_644x461_budinok-v-moshnah-blya-rchki-fotografii.jpg,https://olxua-ring08.akamaized.net/images_slandocomua/517720362_3_644x461_budinok-v-moshnah-blya-rchki-prodazha-domov-za-gorodom.jpg,https://olxua-ring08.akamaized.net/images_slandocomua/517720362_4_644x461_budinok-v-moshnah-blya-rchki-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/budinok-v-moshnah-blya-rchki-IDucJHC.html#fa622d64ab
"Земельна ділянка для ведення садівництва = 0.0415 га    ","Львов, Львовская область, Шевченковский"," 20:34, 16 августа 2017",246467100,"2 000 $","Земельна ділянка для ведення садівництва = 0.0415 га
Кадастровий номер = 4622782300:10:000:0074
Інформацію про ділянку можна подивитись на Публічній кадастровій карті України за посиланням = http://map.land.gov.ua/kadastrova-karta
Площа ділянки = 0.0415 га
Місцерозташування:
Львівська область, Жовківський район, Грибовицька сільська рада, Садово-городниче товариство &quot;Гiдротехнiк&quot;
4.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring05.akamaized.net/images_slandocomua/261094170_2_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00415-ga-fotografii.jpg,https://olxua-ring05.akamaized.net/images_slandocomua/261094170_3_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00415-ga-zemlya-pod-sad-ogorod.jpg,https://olxua-ring05.akamaized.net/images_slandocomua/261094170_4_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00415-ga-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/zemelna-dlyanka-dlya-vedennya-sadvnitstva-0-0415-ga-IDgG9lO.html#fa622d64ab
"Продам дом в районе ОЦКБ. 140 м.кв.    ","Донецк, Донецкая область, Ленинский"," 20:34, 16 августа 2017",446325668,"17 000 $","Продажа дома в районе ОЦКБ. Остановка трамвая Уржумская. Расположен хорошо - не в глубине. 140 м.кв. ремонт не окончен. Отопление - газовый котёл, частично выравнены полы, кухня 27 м.кв.- делалось всё для себя. Участок правильной формы 8 соток. Имеющиеся строительные материалы остаются новому владельцу.","Бизнес																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring05.akamaized.net/images_slandocomua/517720564_2_644x461_prodam-dom-v-rayone-otskb-140-mkv-fotografii.jpg,https://olxua-ring05.akamaized.net/images_slandocomua/517720564_3_644x461_prodam-dom-v-rayone-otskb-140-mkv-prodazha-domov-v-gorode.jpg,https://olxua-ring05.akamaized.net/images_slandocomua/517720564_4_644x461_prodam-dom-v-rayone-otskb-140-mkv-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/prodam-dom-v-rayone-otskb-140-m-kv-IDucJH6.html#fa622d64ab
"Продам гараж в кооперативе &quot;Центральный&quot; по ул. Гонты    ","Винница, Винницкая область, Замостянский"," 20:34, 16 августа 2017",437513962,"2 500 $","Стандартный, кирпичный, яма, подвал, недалеко от проходной
Подъезд со стороны ул. Киевской                                        
                                    
                                    
                                
                                

                                
                                                                                                

	
        	","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://www.olx.ua/obyavlenie/prodam-garazh-v-kooperative-tsentralnyy-po-ul-gonty-IDtBLmO.html#fa622d64ab
"Земельна ділянка для ведення садівництва = 0.0460 га    ","Львов, Львовская область, Шевченковский"," 20:34, 16 августа 2017",235525478,"4 000 $","Земельна ділянка для ведення садівництва = 0.0460 га
Кадастровий номер = 4623686600:09:000:0338
Інформацію про ділянку можна подивитись на Публічній кадастровій карті України за посиланням = http://map.land.gov.ua/kadastrova-karta
Площа ділянки = 0.0415 га
Місцерозташування:
Львівська область, Пустомитівський район, Солонківська сільська рада, садівничий кооператив власників &quot;Салют&quot;
1.","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring04.akamaized.net/images_slandocomua/247933394_4_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00460-ga-nedvizhimost.jpg,https://olxua-ring04.akamaized.net/images_slandocomua/247933394_5_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00460-ga-lvovskaya-oblast.jpg,https://olxua-ring04.akamaized.net/images_slandocomua/247933394_6_644x461_zemelna-dlyanka-dlya-vedennya-sadvnitstva-00460-ga-.jpg,https://www.olx.ua/obyavlenie/zemelna-dlyanka-dlya-vedennya-sadvnitstva-0-0460-ga-IDfVeV2.html#fa622d64ab
"Продаж 1 кiм. квартiри    ","Обухов, Киевская область, Обуховский район"," 20:34, 16 августа 2017",446325652,"20 500 $","Продаж 1 кiм. квартiри по вул. Киiвська 176. (35 м2) поверх 6/9, косметичний ремонт,
вiкна м/п, балкон дерево, лiнолеум. Гарне мiсце розташування поряд садочок, школа, дитячий майданчик, магазин.","Частного лица																","Вторичный рынок																",1,"35 м","не указано","не указано","не указано",6,9,https://olxua-ring12.akamaized.net/images_slandocomua/517718746_2_644x461_prodazh-1-kim-kvartiri-fotografii.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/517718746_3_644x461_prodazh-1-kim-kvartiri-vtorichnyy-rynok.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/517718746_4_644x461_prodazh-1-kim-kvartiri-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/prodazh-1-kim-kvartiri-IDucJGQ.html#fa622d64ab
"1-я квартира в центре Кременчуга    ","Кременчуг, Полтавская область"," 20:33, 16 августа 2017",388132326,"300 грн.","Сдам посуточно почасово однокомнатную квартиру в центре города Кременчуг по ул.Первомайская 31/6.Есть интернет гор. Вода посуда .ХОРОШАЯ 2-Х спальная кровать.Для командировочных отчетные документы 3я группа кассовый аппарат.

 kremenchug-posutochno.pl.","Бизнес																","не указано",1,"33 м","33 м","не указано","не указано",3,5,https://olxua-ring10.akamaized.net/images_slandocomua/438548316_1_644x461_1-ya-kvartira-v-tsentre-kremenchuga-kremenchug_rev005.jpg,https://olxua-ring10.akamaized.net/images_slandocomua/438548316_3_644x461_1-ya-kvartira-v-tsentre-kremenchuga-kvartiry-posutochno_rev005.jpg,https://olxua-ring10.akamaized.net/images_slandocomua/438548316_4_644x461_1-ya-kvartira-v-tsentre-kremenchuga-nedvizhimost_rev005.jpg,https://www.olx.ua/obyavlenie/1-ya-kvartira-v-tsentre-kremenchuga-IDqgyVO.html#fa622d64ab;promoted
"Земельна ділянка с.Гамаліївка.    ","Львов, Львовская область, Железнодорожный"," 20:33, 16 августа 2017",256866042,"25 000 $","Продається земельна ділянка с.Гамаліївка 7 км від Львова по київськії трасі.
12 соток.
Правильної форми.
Обжитий район.
Газ, світло, поруч ділянка на пагорбі.
Недалеко (500 м) велике озеро.
Огороджене сіткою.
Можливий обмін (на авто термобудка, холодильник 3.5-7.5т. з доплатою або інший варіант).
Ціна: 25 000$ (можливий торг).","Частного лица																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://www.olx.ua/obyavlenie/zemelna-dlyanka-s-gamalvka-IDhnMAG.html#fa622d64ab
"Сдам помещение под парикмахерскую ,салон    ","Чернигов, Черниговская область"," 20:33, 16 августа 2017",446325644,"100 грн.","Сдам помещение под парикмахерскую ,салон (по документам парикмахерская) .Расположено по адресу Пр .Победы 155 ,отд вход ,на сигнализации .С/у с ремонтом .тамбур, первый проходной кабинет и  еще 1 каб  (Без ремонта ) ,если надо в короткие сроки сделают под Ваше усмотрение .Более подробно по телефону .","Бизнес																","не указано","не указано","не указано","не указано","не указано","не указано","не указано","не указано",https://olxua-ring12.akamaized.net/images_slandocomua/517721384_2_644x461_sdam-pomeschenie-pod-parikmaherskuyu-salon-fotografii.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/517721384_3_644x461_sdam-pomeschenie-pod-parikmaherskuyu-salon-arenda-magazinov-salonov.jpg,https://olxua-ring12.akamaized.net/images_slandocomua/517721384_4_644x461_sdam-pomeschenie-pod-parikmaherskuyu-salon-nedvizhimost.jpg,https://www.olx.ua/obyavlenie/sdam-pomeschenie-pod-parikmaherskuyu-salon-IDucJGI.html#fa622d64ab
